username;date;retweets;favorites;text;geo;mentions;hashtags;permalink
rfolcht;2015-09-13 20:35;1;0;"Perro!!! Strraaagoooo!!!! Su piscola y el terremoto https:// twitter.com/_naker_/status /643220810916868100 …";;;;https://twitter.com/rfolcht/status/643221511126556672
belkisstn8;2015-09-13 20:35;0;0;"Movimientos sísmicos sacuden el norte de México. via @uninoticias http:// uni.vi/3ycptP";;@uninoticias;;https://twitter.com/belkisstn8/status/643221476502450176
ElProfeCami;2015-09-13 20:35;0;1;"@DanaVendeirinho Temblo todo... TIEMBLA LA NOCHE CON LOS JUEVES DEL INSTI! jajaja";;@DanaVendeirinho;;https://twitter.com/ElProfeCami/status/643221425273348096
Maiconking;2015-09-13 20:34;0;0;"Fantástico ensinando como sobreviver a um terremoto até Pq é super normal cair terremoto";;;;https://twitter.com/Maiconking/status/643221368054677506
ThinkersChiapas;2015-09-13 20:34;0;0;"Un terremoto de magnitud 6,6 sacudió a México - Venezolana de Televisión http:// dlvr.it/C87xKN";;;;https://twitter.com/ThinkersChiapas/status/643221353848377344
MoniMantequilla;2015-09-13 20:34;0;0;"[Dime, murmuró ella, una palabra que jamás quieras perder. Tú, respondió él. Tembló la llama de la vela. #LitPerdida ]";;;#LitPerdida;https://twitter.com/MoniMantequilla/status/643221350849511424
olhabe;2015-09-13 20:34;0;0;"Recuerda cuando chocaste a quien llamaste, cuando hubo el terremoto quien llegó a buscarte cuando te hospitalizaron quien te cuido y mas";;;;https://twitter.com/olhabe/status/643221348492386304
damnss_;2015-09-13 20:34;0;1;"No es quien te mueve el piso, es quien te lo sostiene después del sismo";;;;https://twitter.com/damnss_/status/643221227063128064
negromars;2015-09-13 20:34;0;0;"me habló ese culiao conchetumare estoy temblando no pensé que me volvería a hablar después de todo";;;;https://twitter.com/negromars/status/643221215222628352
wSan1020;2015-09-13 20:34;0;0;"@mayorgamiriam no necesitan temblar ya se están muriendo de hambre pa que mas.";;@mayorgamiriam;;https://twitter.com/wSan1020/status/643221206666244096
MartiiVillalba1;2015-09-13 20:34;0;0;"Estoy temblando después de ir hasta la 36 a los palos me mato";;;;https://twitter.com/MartiiVillalba1/status/643221198135017472
mariabl21604699;2015-09-13 20:34;0;0;"@salvameoficial Matamoros,estuviste totalmente ambiguo en tus respuestas," temblando "por lo que te diría después tu mujer";;@salvameoficial;;https://twitter.com/mariabl21604699/status/643221191705165824
OgironGiron;2015-09-13 20:33;0;0;"@PoderCrema y empezaron los rojitos a temblar . Ya vino su mero tata el moyo.";;@PoderCrema;;https://twitter.com/OgironGiron/status/643221056962957312
SherinRojas;2015-09-13 20:33;0;0;"Quiero sentirme bien de una vez, no estar postrada en una cama temblando de la fiebre";;;;https://twitter.com/SherinRojas/status/643220960095678464
uimarcante;2015-09-13 20:33;0;1;"Arrume os destroços do terremoto que passou";;;;https://twitter.com/uimarcante/status/643220936230092800
AngelesVillega6;2015-09-13 20:33;2;0;"Realmente hay que temblar ante la perspectiva de que sea presidente de EE,UU... https:// twitter.com/ali_anzola/sta tus/643219318143078400 …";;;;https://twitter.com/AngelesVillega6/status/643220920186892288
elpumadelaradio;2015-09-13 20:33;0;0;"Un terremoto de magnitud 6,6 sacudió a México http://www. vtv.gob.ve/articulos/2015 /09/13/un-terremoto-de-magnitud-6-6-sacude-mexico-4978.html …";;;;https://twitter.com/elpumadelaradio/status/643220912293183488
infoitinterno;2015-09-13 20:33;0;0;"Terremoto nel Fiorentino: vvf, non risultano danni (Il Messaggero) http:// bit.ly/1OoMaB7";;;;https://twitter.com/infoitinterno/status/643220885432893441
_AnaKarinaOlivo;2015-09-13 20:33;0;0;"Movie: Terremoto san andres";;;;https://twitter.com/_AnaKarinaOlivo/status/643220869268013056
nameless6021;2015-09-13 20:32;0;0;"(`???´)????? 09:32 ??? ?? 830 ??? 29 ??? 27 ??? #?? #earthquake #terremoto #????? #disaster #desastre #Japan #Japón pic.twitter.com/nqD4a5TK7g";;;# #earthquake #terremoto # #disaster #desastre #Japan #Jap;https://twitter.com/nameless6021/status/643220853748948992
EmanueleAnsel;2015-09-13 20:32;0;0;"La Stampa: Terremoto in Toscana, notte di paura ma niente danni. http:// google.com/newsstand/s/CB Iwr5Sh5yI …";;;;https://twitter.com/EmanueleAnsel/status/643220748748910594
Iriis_Cn;2015-09-13 20:32;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/Iriis_Cn/status/643220729119510530
mayorgamiriam;2015-09-13 20:32;28;10;"Uy que miedo @JuanManSantos los venezolanos estamos temblando de miedo @CancilleriaCol @mindefensa";;@JuanManSantos @CancilleriaCol @mindefensa;;https://twitter.com/mayorgamiriam/status/643220728779812865
pedrohbp_;2015-09-13 20:32;0;1;"Vou ver aquele filme de Terremoto do The Rock";Rio de Janeiro, Brazil;;;https://twitter.com/pedrohbp_/status/643220647091544066
Ortiz__Lna;2015-09-13 20:32;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/Ortiz__Lna/status/643220626396835841
RosiitahVJ;2015-09-13 20:32;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/RosiitahVJ/status/643220623439851520
afqd1000;2015-09-13 20:31;3;1;"@ManceraMiguelMX simulacro de sismo : mal. desazolve: mal. Procuración de justicia: mal. Transparencia: mal. Seguridad: mal. Foquitos: monos.";;@ManceraMiguelMX;;https://twitter.com/afqd1000/status/643220531576045568
AgostinaModica;2015-09-13 20:31;0;0;"Sigo temblando del miedo";;;;https://twitter.com/AgostinaModica/status/643220457165094913
CORADEA;2015-09-13 20:31;0;0;"Un terremoto de magnitud 6,6 sacude el golfo de California http:// a.msn.com/01/es-us/AAeeP iB?ocid=st …";;;;https://twitter.com/CORADEA/status/643220448231100418
dianyniani;2015-09-13 20:31;0;1;"Llorando en silencio, temblando tu ausencia, rogandole al cielo y fingiendo estar muy bien";;;;https://twitter.com/dianyniani/status/643220419638497280
Gonzaloitabel;2015-09-13 20:30;0;0;"Dios, ahora tengo escalofríos y no paro de temblar .. necesito un buen tiro en la frente.";;;;https://twitter.com/Gonzaloitabel/status/643220315909287937
melehh_;2015-09-13 20:30;0;0;"Me fui a ver terremoto #night";;;#night;https://twitter.com/melehh_/status/643220312222511104
JulitzaMeza_;2015-09-13 20:30;0;1;"Todos tenemos a esa persona que en cualquier lugar o momento que la veamos, nos hace temblar todo.";Sitionuevo, Colombia;;;https://twitter.com/JulitzaMeza_/status/643220306442756096
INGVterremoti;2015-09-13 20:30;5;3;"#terremoto Ml:2.1 2015-09-14 00:18:08 UTC Lat=38.15 Lon=15.14 Prof=7.4Km Prov=MESSINA http:// bit.ly/1gksYXn";;;#terremoto;https://twitter.com/INGVterremoti/status/643220252663398400
niko_adameg;2015-09-13 20:30;0;0;"@JuanManSantos @ELTIEMPO @CancilleriaCol @mindefensa deben estar temblando , presidente sea serio!!";;@JuanManSantos @ELTIEMPO @CancilleriaCol @mindefensa;;https://twitter.com/niko_adameg/status/643220170459250689
_peipakoa;2015-09-13 20:30;0;0;"Hace una hora que ganó Boca y ya me hartaron con los memes, que se muera un famoso o haya terremoto en Chile así variamos un poco.";;;;https://twitter.com/_peipakoa/status/643220161810550784
obranova1;2015-09-13 20:30;0;0;"#SabíasQue Prevenciones ante Sismo 1- Elabore un plan 2- Practíquelo 3- Identifique lugares seguros #Funvisis #Sismo pic.twitter.com/WJvTlkiiS9";;;#Sab #Funvisis #Sismo;https://twitter.com/obranova1/status/643220135101120513
NatGeo_la;2015-09-13 20:30;34;31;"Revive el día que la Tierra tembló . "México 85: Relatos del Terremoto ". Hoy, 10 PM AR-CH / 9 MX-CO / 8.30 VE. pic.twitter.com/sfRVOvwTcq";;;;https://twitter.com/NatGeo_la/status/643220131443699718
EpicenterxItaly;2015-09-13 20:30;0;0;"#terremoto ML 2.1 SICILY, ITALY: Magnitude   ML 2.1 Region   SICILY, ITALY Date time   2015-09-14 00:18:08.4 UTC… http:// dlvr.it/C87qKV";;;#terremoto;https://twitter.com/EpicenterxItaly/status/643220125873664000
ClaundSirion;2015-09-13 20:30;0;0;"Mas de repente un ángel sonrió hacia mí, besó mi feo rostro sin temblar .";;;;https://twitter.com/ClaundSirion/status/643220124808445952
Emm_anuelC;2015-09-13 20:29;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/Emm_anuelC/status/643220096744325120
P__Aredessz;2015-09-13 20:29;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/P__Aredessz/status/643220088242446337
elpavote;2015-09-13 20:29;1;7;"Ahora que tengo su atención, las 22 hs: MEXICO 85: Relatos del Terremoto , el programa en memoria a las víctimas que hice para @NatGeo_la";;@NatGeo_la;;https://twitter.com/elpavote/status/643220053589118976
Oli_Ochoaa;2015-09-13 20:29;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/Oli_Ochoaa/status/643220043954790400
SussySkinny;2015-09-13 20:29;0;0;"Querer a alguien no es cuestión de físico, es de sensaciones, que te haga temblar sin estar, que consiga que sonrías aunque no puedas verle.";;;;https://twitter.com/SussySkinny/status/643220025210376192
_NaKeR_;2015-09-13 20:29;0;1;"@karenb0t @Shyvi_Carolina y un terremoto ?";;@karenb0t @Shyvi_Carolina;;https://twitter.com/_NaKeR_/status/643220008668168192
meteosmaniotto;2015-09-13 20:29;0;0;"Terremoto Costa Siciliana nord-orientale (Messina), Magnitudo 2.1, 14 settembre 2015 ore... http:// fb.me/3uyXhiZeQ";;;;https://twitter.com/meteosmaniotto/status/643219944058941441
ssofileguizamon;2015-09-13 20:29;0;0;"Alta peli terremoto";Santo Tomé, Argentina;;;https://twitter.com/ssofileguizamon/status/643219932793151488
eduvialhillo;2015-09-13 20:29;0;0;"@gabby_camou @climahillo ¿por el temblor ?";Hermosillo, Sonora;@gabby_camou @climahillo;;https://twitter.com/eduvialhillo/status/643219907081998336
Borgesitaa;2015-09-13 20:29;0;1;"Se viene terremoto gente";;;;https://twitter.com/Borgesitaa/status/643219865092902912
AT_P8;2015-09-13 20:28;0;0;"@CatalinaGomezS @JuanManSantos @CancilleriaCol @mindefensa debe estar temblando Maduro ante tanta firmeza";;@CatalinaGomezS @JuanManSantos @CancilleriaCol @mindefensa;;https://twitter.com/AT_P8/status/643219778715406336
xLiv_Winters;2015-09-13 20:28;0;1;"@Rollo_Viking entre tantas emociones- Si... -pronuncia con un ligero temblor para luego repetir de forma más firme sin dejar de asentir en +";;@Rollo_Viking;;https://twitter.com/xLiv_Winters/status/643219709391949824
MaruRossello;2015-09-13 20:28;0;0;"No paro de temblar . Alta loca.";;;;https://twitter.com/MaruRossello/status/643219682837811201
_Danizambrano;2015-09-13 20:28;0;0;"@nicolaasvaldes terremoto ? Calor?";;@nicolaasvaldes;;https://twitter.com/_Danizambrano/status/643219644053102592
motoneando;2015-09-13 20:28;0;0;"A Pauls Jonass lo dejan ' temblando ' en el Campeonato Mundial de Motocross http:// dlvr.it/C87pPJ";;;;https://twitter.com/motoneando/status/643219623198920704
amandamoreira1;2015-09-13 20:27;0;0;"Hj ela sismo comigo dispensou varios mlqsss";;;;https://twitter.com/amandamoreira1/status/643219602038726656
brianarevalo15;2015-09-13 20:27;0;0;"Como odio temblar de miedo hace rato no me pasaba";Corrientes, Argentina;;;https://twitter.com/brianarevalo15/status/643219591091593217
DafneMontezz;2015-09-13 20:27;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/DafneMontezz/status/643219544404836352
T__Pierto;2015-09-13 20:27;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/T__Pierto/status/643219539103191040
cardososju;2015-09-13 20:27;0;0;"Me causa fascinação, terremoto no meu peito, parece que o mundo inteiro se apaixona com teu jeito, rosto inocente";;;;https://twitter.com/cardososju/status/643219513551536128
EMSC;2015-09-13 20:27;0;0;"#Earthquake ( #terremoto ) M2.1 strikes 6 km W of Barcellona Pozzo di Gotto ( #Italy ) 9 min ago. More info: http://www. emsc-csem.org/Earthquake/ear thquake.php?id=459186 …";;;#Earthquake #terremoto #Italy;https://twitter.com/EMSC/status/643219448149708800
PabloMio5;2015-09-13 20:27;0;0;"Me pongo a temblar con solo sentir su presencia.";;;;https://twitter.com/PabloMio5/status/643219432123330560
Krmelita03;2015-09-13 20:27;0;0;"ESTOY TEMBLANDO .";;;;https://twitter.com/Krmelita03/status/643219421863940096
TodoTiempo;2015-09-13 20:27;0;0;"#Temblor M 3.4 - 20km NE of Crescent, Oklahoma http:// dlvr.it/C87mgd #Temblor #EarthQuake";;;#Temblor #Temblor #EarthQuake;https://twitter.com/TodoTiempo/status/643219405380259840
silvertuno;2015-09-13 20:27;1;0;"@krismacastillo @LineasFrescas @quiquegodoy @carlibybel @camendoza72 @IniciaUrbanaGT Fue por el terremoto del entusiasmo de cambio ylibertad";;@krismacastillo @LineasFrescas @quiquegodoy @carlibybel @camendoza72 @IniciaUrbanaGT;;https://twitter.com/silvertuno/status/643219401513144320
kpauwells;2015-09-13 20:27;0;0;"@CafeNegro3 recordé que sentí un temblor hace años en Culiacán y encontré esto del 21 de octubre del 2010. pic.twitter.com/jjEJt4GfUQ";;@CafeNegro3;;https://twitter.com/kpauwells/status/643219392193363968
rigonando;2015-09-13 20:26;1;1;"Va a temblar Maduro o se reventará risa cuando vea protesta del gob Santos x violaciones espacio aéreo? Deje payasería pdte y quéjese en ONU";;;;https://twitter.com/rigonando/status/643219213440655360
ngusKlaudio;2015-09-13 20:25;0;0;"Fuerte sismo se registra en el Golfo de California @24HorasTVN http:// fw.to/YY2EtUD";;@24HorasTVN;;https://twitter.com/ngusKlaudio/status/643219087573823488
chrischile;2015-09-13 20:25;4;2;"Impresionante la cantidad de marcas de pipeño que vi hoy en el super. Gracias al terremoto retrocedimos a la epoca de la reconquista";;;;https://twitter.com/chrischile/status/643219059438395394
LeanPela83;2015-09-13 20:25;0;0;"@CieliCiclon Ahora que lo dijiste yo también estoy temblando ... igual va a ser titular seguro... Dios nos ayude. Jajaja.";;@CieliCiclon;;https://twitter.com/LeanPela83/status/643219057555185664
fernandaakuster;2015-09-13 20:25;0;0;"Estou vendo Terremoto";Rio de Janeiro, Brazil;;;https://twitter.com/fernandaakuster/status/643219029512032256
ginnaalejandra0;2015-09-13 20:25;0;1;"hay mentiras hay amantes q por instantes de placer ponen su vida temblar";;;;https://twitter.com/ginnaalejandra0/status/643218949090484228
PauFernandez_04;2015-09-13 20:25;0;0;"ella me hace temblar sin previo aviso.";San Miguel de Tucumán, Argentina;;;https://twitter.com/PauFernandez_04/status/643218948838789120
besondere_13;2015-09-13 20:25;0;0;"@MrLovegood que vaaaa, es Terry Terremoto";;@MrLovegood;;https://twitter.com/besondere_13/status/643218932590092288
Fabri1791;2015-09-13 20:25;0;0;"Ayer miré " Terremoto " (San Andreas) y la verdad es una peli bastante chota, salvo que está ALEXANDRA DADDARIO Y ES UNA MAMUUUU INCREÍBLE.";;;;https://twitter.com/Fabri1791/status/643218914550394880
MonitorSismico;2015-09-13 20:25;0;0;"#Sismo M 3.4 OKLAHOMA. 14-09-2015 00:04 UTC http:// srj.us/3Cr #Temblor #CSEM #EMSC pic.twitter.com/eEaqOFZRHJ";;;#Sismo #Temblor #CSEM #EMSC;https://twitter.com/MonitorSismico/status/643218909076791296
Directovzla;2015-09-13 20:25;0;0;"Sismo de magnitud 6,6 sacude el Golfo de California http:// bit.ly/1gjxgOE";;;;https://twitter.com/Directovzla/status/643218897781567489
nolopg1;2015-09-13 20:25;0;0;"@JuanManSantos @CancilleriaCol @mindefensa en serio,deben estar temblando del miedo";;@JuanManSantos @CancilleriaCol @mindefensa;;https://twitter.com/nolopg1/status/643218878932348932
AleeMonts;2015-09-13 20:24;0;0;"lo hubieras pensado cuando me miraste con esa sonrisa que me hizo temblar .";;;;https://twitter.com/AleeMonts/status/643218824414765056
RefrescandoM;2015-09-13 20:24;0;0;"@canalN_ Pobre apristas, están temblando por lo que diga Oropeza pic.twitter.com/VestWhj5Dr";;@canalN_;;https://twitter.com/RefrescandoM/status/643218823680786432
cotesepulveda;2015-09-13 20:24;6;11;""y empezó el dieciocho señores! <foto de un terremoto > #seviene #terremoto #18sedtiembre #caña #vamoscontodo " pic.twitter.com/tV6Fch2hID";;;#seviene #terremoto #18sedtiembre #ca #vamoscontodo;https://twitter.com/cotesepulveda/status/643218803602653184
Alohomora3317;2015-09-13 20:24;0;0;"Estoy temblando .";;;;https://twitter.com/Alohomora3317/status/643218737320038405
Paula_iddwr;2015-09-13 20:24;0;0;"Aún sigo temblando cuando escucho tu voz";;;;https://twitter.com/Paula_iddwr/status/643218658743963648
MillerMolligan;2015-09-13 20:24;0;0;"Population explosion the costs with regard to getting temblor : pYAu http:// dlvr.it/C87ln1";;;;https://twitter.com/MillerMolligan/status/643218643489132544
mariiiiagz;2015-09-13 20:24;0;2;"Me haces temblar";;;;https://twitter.com/mariiiiagz/status/643218641044025344
Richy__Ferrer;2015-09-13 20:24;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/Richy__Ferrer/status/643218620508708864
feculademaiz0;2015-09-13 20:24;0;0;"Temblar mientras hablas con esa persona.";;;;https://twitter.com/feculademaiz0/status/643218606810120192
GBacelo;2015-09-13 20:23;1;1;"Si hija estoy temblando @desireeiniesta_";;@desireeiniesta_;;https://twitter.com/GBacelo/status/643218591211462660
JordanKy_SDW;2015-09-13 20:23;0;0;"@Maia_SDW -jadeo mucho, espero que estes cerca porque no podia aguantar casi nadaas, temblando - hmm... Si";;@Maia_SDW;;https://twitter.com/JordanKy_SDW/status/643218442456297472
Mgmstrauss;2015-09-13 20:23;0;0;"Querer a alguien no es cuestión de físico. Es de sensaciones, que te haga temblar sin estar. Que consiga que sonrías aunque no puedas verle…";;;;https://twitter.com/Mgmstrauss/status/643218388802740224
CieliCiclon;2015-09-13 20:23;0;1;"@LeanPela83 ya estoy temblando jajajaja";;@LeanPela83;;https://twitter.com/CieliCiclon/status/643218368481349632
CataMartinovicM;2015-09-13 20:22;0;0;""Querer a alguien no es cuestión de físico. Es de sensaciones, que te haga temblar sin estar. Que..." http:// tmblr.co/ZjAELu1uB5Pr-";;;;https://twitter.com/CataMartinovicM/status/643218262113800192
MissBrokk;2015-09-13 20:22;0;0;"Estoy temblando";;;;https://twitter.com/MissBrokk/status/643218248817881088
gootothelimit;2015-09-13 20:22;0;1;"Hoy durante un momento me he puesto a temblar en público de una manera tan exagerada que he tenido que tirar el cigarro para disimularlo.";;;;https://twitter.com/gootothelimit/status/643218230459375616
Paluding;2015-09-13 20:22;0;0;"@FuerzaDelPegaso pues hago terremoto , derrumbo mi casa y ya no tienen a dónde venir. Mi plan es perfecto";;@FuerzaDelPegaso;;https://twitter.com/Paluding/status/643218175581122560
JaquelineSPerez;2015-09-13 20:22;0;1;"Querer a alguien no es cuestión de físico. Es de sensaciones, que te haga temblar sin estar. Que consiga que sonrías aunque no pueda verte.";;;;https://twitter.com/JaquelineSPerez/status/643218168551333888
MonitorSismico;2015-09-13 20:22;1;0;"#Sismo M 3.4 20km NE of Crescent, #Oklahoma . 14-09-2015 00:04 UTC http:// srj.us/3Cq #Temblor #USGS pic.twitter.com/C1rJZnhbtm";;;#Sismo #Oklahoma #Temblor #USGS;https://twitter.com/MonitorSismico/status/643218136339226626
maripilongavi;2015-09-13 20:21;0;0;"Shoa Informa: 13-09-2015 05:14 Sismo Magnitud (Richter) 6.8 Sector GOLFO DE CALIFORNIA.: 13-09-2015 05... http:// bit.ly/1iHHIBk @EAD_CHILE";;@EAD_CHILE;;https://twitter.com/maripilongavi/status/643218038737780736
olga_eze;2015-09-13 20:21;0;0;"#Noticias Un terremoto de magnitud 6,6 sacudió a México: En las primeras horas del domingo, ot... http:// bit.ly/1OOzly3 . @Nicolasmaduro";;@Nicolasmaduro;#Noticias;https://twitter.com/olga_eze/status/643218025089404928
JANNETH63;2015-09-13 20:21;0;1;"@NoticiasCaracol yo creo que deben estar temblando el tal maduro .no se da cuenta santos como se burlan de Colombia póngase bien esos pantal";Itagui, Colombia;@NoticiasCaracol;;https://twitter.com/JANNETH63/status/643218016021426176
junchyg16;2015-09-13 20:21;4;6;"Te deseo, quiero arrastrarte a la cama,hacerte sudar, temblar e incendiar tu cuerpo hasta poseerte!Te espero impaciente.Siempre tuya.LA GRIPE";;;;https://twitter.com/junchyg16/status/643218009545441280
jmesa77;2015-09-13 20:21;0;0;"Cumpleaños de mi mujer (tenía 5) y temblor . https:// twitter.com/pablosraphael/ status/643215435719122945 …";;;;https://twitter.com/jmesa77/status/643217980847882240
Junchyg17;2015-09-13 20:21;2;8;"Te deseo, quiero arrastrarte a la cama,hacerte sudar, temblar e incendiar tu cuerpo hasta poseerte!Te espero impaciente.Siempre tuya.LA GRIPE";;;;https://twitter.com/Junchyg17/status/643217967166177280
eq_map_es2;2015-09-13 20:21;0;1;"?mb3.4?OKLAHOMA 5km 14/09/2015 00:04:53 UTC #Sismo #Terremoto (G) http:// j.mp/1Lbine4 (EMSC) http:// j.mp/1LbimXM";Oklahoma, USA;;#Sismo #Terremoto;https://twitter.com/eq_map_es2/status/643217927265583104
EMSC;2015-09-13 20:21;1;0;"#Earthquake ( #sismo ) M3.4 strikes 34 km W of #Stillwater ( #Oklahoma ) 16 min ago. More info: http://www. emsc-csem.org/Earthquake/ear thquake.php?id=459184 …";;;#Earthquake #sismo #Stillwater #Oklahoma;https://twitter.com/EMSC/status/643217916712906753
_nachobenitez;2015-09-13 20:20;3;4;"yo solo pido un abrazo y aun sigo temblando cuando escucho tu voz";;;;https://twitter.com/_nachobenitez/status/643217666963054600
VTRProgramacion;2015-09-13 20:20;2;0;"En unos días se cumplen 30 años del devastador terremoto que azotó México. NatGeo lo recuerda con #LaTragediaDel85 pic.twitter.com/9anga2OlSp";;;#LaTragediaDel85;https://twitter.com/VTRProgramacion/status/643217666434560001
GerardsSassness;2015-09-13 20:20;0;0;"@MaheftUst XDDD y a que hora fur el temblor ? Tipo 5 verdad ?";;@MaheftUst;;https://twitter.com/GerardsSassness/status/643217648965259268
ZepedaEmilia;2015-09-13 20:20;0;1;"@MarioRodas25 te amo terremoto";;@MarioRodas25;;https://twitter.com/ZepedaEmilia/status/643217637065932801
Monserrat__Rm;2015-09-13 20:19;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/Monserrat__Rm/status/643217512960757761
magasigre;2015-09-13 20:19;0;0;"Sé que te encontraré en esas ruinas ya no tendremos que hablar del temblor";;;;https://twitter.com/magasigre/status/643217478122905600
CarolRojas6b;2015-09-13 20:19;0;0;"En promedio, cada 30 segundos se produce un temblor terrestre.";;;;https://twitter.com/CarolRojas6b/status/643217434170781696
Agustinjmg;2015-09-13 20:18;0;0;"Bajo el cielo azul temblar , súbitamente quebrarse.";;;;https://twitter.com/Agustinjmg/status/643217344068722688
_Danizambrano;2015-09-13 20:18;0;1;"@nicolaasvaldes a qué hora es el terremoto ? Jajaj";;@nicolaasvaldes;;https://twitter.com/_Danizambrano/status/643217336267313152
xFrecklesYikay;2015-09-13 20:18;0;0;"-Cerró con fuerza los ojos al escuchar aquello, presa del pudor, el cual hacía temblar sus piernas y manos. Acomodó una palma +";;;;https://twitter.com/xFrecklesYikay/status/643217308543021056
maripeqe13;2015-09-13 20:18;0;37;"A ti te seguirán brillando los ojos cuando la veas y a ella le seguirán temblando las piernas.";;;;https://twitter.com/maripeqe13/status/643217271188496384
JULIA_Soler12;2015-09-13 20:18;0;0;"Terremoto de 1985: La solidaridad en su máxima expresión - El Universal";;;;https://twitter.com/JULIA_Soler12/status/643217238405812224
Dami9469Damian;2015-09-13 20:18;0;0;"llorando en silencio temblando tu ausencia";;;;https://twitter.com/Dami9469Damian/status/643217191568076801
franqitooo1;2015-09-13 20:18;0;0;"Todavia esta temblando el travezaño";Santa Fé, Argentina;;;https://twitter.com/franqitooo1/status/643217172332957697
CiudadyPoderQ;2015-09-13 20:18;0;1;"Un terremoto en #Japón deja 15 heridos -> http:// ciudadypoder.mx/index.php/inte rnacional/1607-sismo-de-5-4-en-japon-deja-15-heridos … pic.twitter.com/gFTnzQmGak";;;#Jap;https://twitter.com/CiudadyPoderQ/status/643217162119700480
FefeNaylon;2015-09-13 20:18;1;1;"Lo insólito del finde ... 1- no echaron a polenta 2- se hizo el guiso mas grande 3- no hubo terremoto en chile 4-lodeiro definió un partido";;;;https://twitter.com/FefeNaylon/status/643217110240505856
SIMMSAmex;2015-09-13 20:18;3;2;"Aún hay 300 inmuebles dañados por el terremoto de 1985 en la Ciudad de México, algunos de ellos están habitados.";;;;https://twitter.com/SIMMSAmex/status/643217096747278336
zelobxg;2015-09-13 20:17;0;0;"@hungarofk EL TEMBLOR NO ME DEJA ESCRIBIR, AHHRG. SEREMOS PAPÁS.";;@hungarofk;;https://twitter.com/zelobxg/status/643217004913164288
SrtaEvelynMateo;2015-09-13 20:17;0;0;"Sigo temblando solo de ver las fotos tío es que no puedo";;;;https://twitter.com/SrtaEvelynMateo/status/643216929155645440
maria_luisa021;2015-09-13 20:16;0;1;"Estoy temblando y todo";;;;https://twitter.com/maria_luisa021/status/643216788805844992
__NDL;2015-09-13 20:16;0;0;"Creo que soy la más obvia cuando lo veo, mis piernas temblando me delatan";;;;https://twitter.com/__NDL/status/643216767419027456
socereceda;2015-09-13 20:16;0;0;"Me tomaría un terremoto";;;;https://twitter.com/socereceda/status/643216725794758656
guadalu58652500;2015-09-13 20:16;0;1;"Hay mentiras, hay amantes Que por instantes de placer Ponen su vida a temblar ...";Córdoba, Argentina;;;https://twitter.com/guadalu58652500/status/643216708090642432
nenaprincess6;2015-09-13 20:16;1;1;"Lo hubieras pensado cuando me miraste con esa sonrisa q me hizo temblar , antes de decir la frase q me hizo sentir que yo era algo especial";;;;https://twitter.com/nenaprincess6/status/643216704982634496
_aLeebravo;2015-09-13 20:16;0;1;"Pones mis piernas a temblar cuando me besas.";;;;https://twitter.com/_aLeebravo/status/643216699848720384
DanielQuijadag;2015-09-13 20:16;0;0;"@taniamaturana1 Siendo Melipilla se puede pensar hasta en Sn Antonio pensando y recordando el terremoto dl 85";;@taniamaturana1;;https://twitter.com/DanielQuijadag/status/643216697823002625
Trini_Giorno;2015-09-13 20:16;0;0;"La verdad es que no soy tan fuerte como lo pensaba, mi voz se quiebra, estoy temblando pues sin ti no soy nada";;;;https://twitter.com/Trini_Giorno/status/643216594412392448
elisasanchez21;2015-09-13 20:15;0;1;"@AmandaG42245704 temblo porque pusiste una foto con tu novio";;@AmandaG42245704;;https://twitter.com/elisasanchez21/status/643216525298565120
Bernardeau_;2015-09-13 20:15;0;0;"Anoche me re cague de frio, Mariana me destapaba a cada rato, me despertaba temblando";;;;https://twitter.com/Bernardeau_/status/643216490955730944
diariodfmx;2015-09-13 20:15;2;5;". @m_estanquillo rememora ‘Los días del terremoto ’ con exposición http:// bit.ly/1VObtP8 pic.twitter.com/AXKt0PPe7S #LoDeLaSemana";;@m_estanquillo;#LoDeLaSemana;https://twitter.com/diariodfmx/status/643216475868807169
RaquelBlanco8;2015-09-13 20:15;15;16;"Hay personas que solo con verlas te hacen temblar ,aunque sea tarde,aunque ya no se pueda,siempre van a conseguirlo";;;;https://twitter.com/RaquelBlanco8/status/643216470114217984
